"v","r","w"
"{""id"":1530,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-A23:X1:18"",""location"":""K1.B1"",""terminal"":""X1:18"",""id"":""K1.B1-A23:X1:18"",""type"":""PLC"",""device"":""A23""}}","{""id"":4565,""type"":""conn"",""start"":1530,""end"":1531,""properties"":{""wire_number"":""1127"",""color"":""GN"",""length"":""3 m"",""cable_type"":""CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25""}}","{""id"":1531,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.G1-G3:18"",""location"":""K1.G1"",""terminal"":""18"",""id"":""K1.G1-G3:18"",""type"":""panel"",""device"":""G3""}}"
"{""id"":1533,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.G1-G3:19"",""location"":""K1.G1"",""terminal"":""19"",""id"":""K1.G1-G3:19"",""type"":""panel"",""device"":""G3""}}","{""id"":4568,""type"":""conn"",""start"":1533,""end"":1532,""properties"":{""wire_number"":""1128"",""color"":""YE"",""length"":""3 m"",""cable_type"":""CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25""}}","{""id"":1532,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-A23:X1:19"",""location"":""K1.B1"",""terminal"":""X1:19"",""id"":""K1.B1-A23:X1:19"",""type"":""PLC"",""device"":""A23""}}"
"{""id"":1532,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-A23:X1:19"",""location"":""K1.B1"",""terminal"":""X1:19"",""id"":""K1.B1-A23:X1:19"",""type"":""PLC"",""device"":""A23""}}","{""id"":4567,""type"":""conn"",""start"":1532,""end"":1533,""properties"":{""wire_number"":""1128"",""color"":""YE"",""length"":""3 m"",""cable_type"":""CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25""}}","{""id"":1533,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.G1-G3:19"",""location"":""K1.G1"",""terminal"":""19"",""id"":""K1.G1-G3:19"",""type"":""panel"",""device"":""G3""}}"
"{""id"":1535,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.G1-G3:5"",""location"":""K1.G1"",""terminal"":""5"",""id"":""K1.G1-G3:5"",""type"":""panel"",""device"":""G3""}}","{""id"":4570,""type"":""conn"",""start"":1535,""end"":1534,""properties"":{""wire_number"":""1129"",""color"":""GY"",""length"":""3 m"",""cable_type"":""CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25""}}","{""id"":1534,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-A23:X1:5"",""location"":""K1.B1"",""terminal"":""X1:5"",""id"":""K1.B1-A23:X1:5"",""type"":""PLC"",""device"":""A23""}}"
"{""id"":1534,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-A23:X1:5"",""location"":""K1.B1"",""terminal"":""X1:5"",""id"":""K1.B1-A23:X1:5"",""type"":""PLC"",""device"":""A23""}}","{""id"":4569,""type"":""conn"",""start"":1534,""end"":1535,""properties"":{""wire_number"":""1129"",""color"":""GY"",""length"":""3 m"",""cable_type"":""CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25""}}","{""id"":1535,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.G1-G3:5"",""location"":""K1.G1"",""terminal"":""5"",""id"":""K1.G1-G3:5"",""type"":""panel"",""device"":""G3""}}"
"{""id"":1537,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.G1-G3:4"",""location"":""K1.G1"",""terminal"":""4"",""id"":""K1.G1-G3:4"",""type"":""panel"",""device"":""G3""}}","{""id"":4572,""type"":""conn"",""start"":1537,""end"":1536,""properties"":{""wire_number"":""1130"",""color"":""PK"",""length"":""3 m"",""cable_type"":""CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25""}}","{""id"":1536,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-A23:X1:4"",""location"":""K1.B1"",""terminal"":""X1:4"",""id"":""K1.B1-A23:X1:4"",""type"":""PLC"",""device"":""A23""}}"
"{""id"":1536,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-A23:X1:4"",""location"":""K1.B1"",""terminal"":""X1:4"",""id"":""K1.B1-A23:X1:4"",""type"":""PLC"",""device"":""A23""}}","{""id"":4571,""type"":""conn"",""start"":1536,""end"":1537,""properties"":{""wire_number"":""1130"",""color"":""PK"",""length"":""3 m"",""cable_type"":""CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25""}}","{""id"":1537,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.G1-G3:4"",""location"":""K1.G1"",""terminal"":""4"",""id"":""K1.G1-G3:4"",""type"":""panel"",""device"":""G3""}}"
"{""id"":1539,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.G1-G3:17"",""location"":""K1.G1"",""terminal"":""17"",""id"":""K1.G1-G3:17"",""type"":""panel"",""device"":""G3""}}","{""id"":4574,""type"":""conn"",""start"":1539,""end"":1538,""properties"":{""wire_number"":""1131"",""color"":""BU"",""length"":""3 m"",""cable_type"":""CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25""}}","{""id"":1538,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-A23:X1:17"",""location"":""K1.B1"",""terminal"":""X1:17"",""id"":""K1.B1-A23:X1:17"",""type"":""PLC"",""device"":""A23""}}"
"{""id"":1538,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-A23:X1:17"",""location"":""K1.B1"",""terminal"":""X1:17"",""id"":""K1.B1-A23:X1:17"",""type"":""PLC"",""device"":""A23""}}","{""id"":4573,""type"":""conn"",""start"":1538,""end"":1539,""properties"":{""wire_number"":""1131"",""color"":""BU"",""length"":""3 m"",""cable_type"":""CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25""}}","{""id"":1539,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.G1-G3:17"",""location"":""K1.G1"",""terminal"":""17"",""id"":""K1.G1-G3:17"",""type"":""panel"",""device"":""G3""}}"
"{""id"":1541,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.G1-G3:16"",""location"":""K1.G1"",""terminal"":""16"",""id"":""K1.G1-G3:16"",""type"":""panel"",""device"":""G3""}}","{""id"":4576,""type"":""conn"",""start"":1541,""end"":1540,""properties"":{""wire_number"":""1132"",""color"":""RD"",""length"":""3 m"",""cable_type"":""CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25""}}","{""id"":1540,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-A23:X1:16"",""location"":""K1.B1"",""terminal"":""X1:16"",""id"":""K1.B1-A23:X1:16"",""type"":""PLC"",""device"":""A23""}}"
"{""id"":1540,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-A23:X1:16"",""location"":""K1.B1"",""terminal"":""X1:16"",""id"":""K1.B1-A23:X1:16"",""type"":""PLC"",""device"":""A23""}}","{""id"":4575,""type"":""conn"",""start"":1540,""end"":1541,""properties"":{""wire_number"":""1132"",""color"":""RD"",""length"":""3 m"",""cable_type"":""CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25""}}","{""id"":1541,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.G1-G3:16"",""location"":""K1.G1"",""terminal"":""16"",""id"":""K1.G1-G3:16"",""type"":""panel"",""device"":""G3""}}"
"{""id"":1543,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.G1-G3:11"",""location"":""K1.G1"",""terminal"":""11"",""id"":""K1.G1-G3:11"",""type"":""panel"",""device"":""G3""}}","{""id"":4578,""type"":""conn"",""start"":1543,""end"":1542,""properties"":{""wire_number"":""1133"",""color"":""RDBU"",""length"":""3 m"",""cable_type"":""CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25""}}","{""id"":1542,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-A23:X1:11"",""location"":""K1.B1"",""terminal"":""X1:11"",""id"":""K1.B1-A23:X1:11"",""type"":""PLC"",""device"":""A23""}}"
"{""id"":1542,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-A23:X1:11"",""location"":""K1.B1"",""terminal"":""X1:11"",""id"":""K1.B1-A23:X1:11"",""type"":""PLC"",""device"":""A23""}}","{""id"":4577,""type"":""conn"",""start"":1542,""end"":1543,""properties"":{""wire_number"":""1133"",""color"":""RDBU"",""length"":""3 m"",""cable_type"":""CABLE-D25SUB/B/S/300/KONFEK/S 25x0,25""}}","{""id"":1543,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.G1-G3:11"",""location"":""K1.G1"",""terminal"":""11"",""id"":""K1.G1-G3:11"",""type"":""panel"",""device"":""G3""}}"
"{""id"":500,""labels"":[""Vertex""],""properties"":{""function"":""V01"",""name"":""=V01+K1.B1-A5:1"",""location"":""K1.B1"",""terminal"":""1"",""id"":""K1.B1-A5:1"",""type"":""PLC"",""device"":""A5""}}","{""id"":4579,""type"":""conn"",""start"":500,""end"":1544,""properties"":{""wire_number"":""1137"",""color"":""WH"",""cable_type"":""UNITRONIC? LiYCY (TP) 8x0,5 mm?""}}","{""id"":1544,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-A23:X2:6"",""location"":""K1.B1"",""terminal"":""X2:6"",""id"":""K1.B1-A23:X2:6"",""type"":""PLC"",""device"":""A23""}}"
"{""id"":504,""labels"":[""Vertex""],""properties"":{""function"":""V01"",""name"":""=V01+K1.B1-A5:2"",""location"":""K1.B1"",""terminal"":""2"",""id"":""K1.B1-A5:2"",""type"":""PLC"",""device"":""A5""}}","{""id"":4581,""type"":""conn"",""start"":504,""end"":1545,""properties"":{""wire_number"":""1138"",""color"":""BN"",""cable_type"":""UNITRONIC? LiYCY (TP) 8x0,5 mm?""}}","{""id"":1545,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-A23:X2:7"",""location"":""K1.B1"",""terminal"":""X2:7"",""id"":""K1.B1-A23:X2:7"",""type"":""PLC"",""device"":""A23""}}"
"{""id"":1292,""labels"":[""Vertex""],""properties"":{""function"":""V01"",""name"":""=V01+K1.B1-A6:1"",""location"":""K1.B1"",""terminal"":""1"",""id"":""K1.B1-A6:1"",""type"":""PLC"",""device"":""A6""}}","{""id"":4583,""type"":""conn"",""start"":1292,""end"":1546,""properties"":{""wire_number"":""1139"",""color"":""GN"",""cable_type"":""UNITRONIC? LiYCY (TP) 8x0,5 mm?""}}","{""id"":1546,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-A23:X2:18"",""location"":""K1.B1"",""terminal"":""X2:18"",""id"":""K1.B1-A23:X2:18"",""type"":""PLC"",""device"":""A23""}}"
"{""id"":1290,""labels"":[""Vertex""],""properties"":{""function"":""V01"",""name"":""=V01+K1.B1-A6:2"",""location"":""K1.B1"",""terminal"":""2"",""id"":""K1.B1-A6:2"",""type"":""PLC"",""device"":""A6""}}","{""id"":4585,""type"":""conn"",""start"":1290,""end"":1547,""properties"":{""wire_number"":""1140"",""color"":""YE"",""cable_type"":""UNITRONIC? LiYCY (TP) 8x0,5 mm?""}}","{""id"":1547,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-A23:X2:19"",""location"":""K1.B1"",""terminal"":""X2:19"",""id"":""K1.B1-A23:X2:19"",""type"":""PLC"",""device"":""A23""}}"
"{""id"":516,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-A5:5"",""location"":""K1.B1"",""terminal"":""5"",""id"":""K1.B1-A5:5"",""type"":""PLC"",""device"":""A5""}}","{""id"":4587,""type"":""conn"",""start"":516,""end"":1548,""properties"":{""wire_number"":""1141"",""color"":""GY"",""cable_type"":""UNITRONIC? LiYCY (TP) 8x0,5 mm?""}}","{""id"":1548,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-A23:X2:5"",""location"":""K1.B1"",""terminal"":""X2:5"",""id"":""K1.B1-A23:X2:5"",""type"":""PLC"",""device"":""A23""}}"
"{""id"":524,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-A5:6"",""location"":""K1.B1"",""terminal"":""6"",""id"":""K1.B1-A5:6"",""type"":""PLC"",""device"":""A5""}}","{""id"":4590,""type"":""conn"",""start"":524,""end"":1549,""properties"":{""wire_number"":""1142"",""color"":""BU"",""cable_type"":""UNITRONIC? LiYCY (TP) 8x0,5 mm?""}}","{""id"":1549,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-A23:X2:4"",""location"":""K1.B1"",""terminal"":""X2:4"",""id"":""K1.B1-A23:X2:4"",""type"":""PLC"",""device"":""A23""}}"
"{""id"":1280,""labels"":[""Vertex""],""properties"":{""function"":""V01"",""name"":""=V01+K1.B1-A6:5"",""location"":""K1.B1"",""terminal"":""5"",""id"":""K1.B1-A6:5"",""type"":""PLC"",""device"":""A6""}}","{""id"":4591,""type"":""conn"",""start"":1280,""end"":1550,""properties"":{""wire_number"":""1143"",""color"":""RD"",""cable_type"":""UNITRONIC? LiYCY (TP) 8x0,5 mm?""}}","{""id"":1550,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-A23:X2:17"",""location"":""K1.B1"",""terminal"":""X2:17"",""id"":""K1.B1-A23:X2:17"",""type"":""PLC"",""device"":""A23""}}"
"{""id"":1552,""labels"":[""Vertex""],""properties"":{""function"":""V01"",""name"":""=V01+K1.B1-A6:6"",""location"":""K1.B1"",""terminal"":""6"",""id"":""K1.B1-A6:6"",""type"":""PLC"",""device"":""A6""}}","{""id"":4594,""type"":""conn"",""start"":1552,""end"":1551,""properties"":{""wire_number"":""1144"",""color"":""BU"",""cable_type"":""UNITRONIC? LiYCY (TP) 8x0,5 mm?""}}","{""id"":1551,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-A23:X2:16"",""location"":""K1.B1"",""terminal"":""X2:16"",""id"":""K1.B1-A23:X2:16"",""type"":""PLC"",""device"":""A23""}}"
"{""id"":6431,""labels"":[""Vertex""],""properties"":{""function"":""A02"",""name"":""=A02+K1.B1-X22-X22.2F:10"",""location"":""K1.B1"",""terminal"":""10"",""id"":""K1.B1-X22-X22.2F:10"",""type"":""panel"",""device"":""X22-X22.2F""}}","{""id"":5212,""type"":""conn"",""start"":6431,""end"":1552,""properties"":{""wire_number"":""1697"",""color"":""BN"",""length"":""2 m"",""cable_type"":""UNITRONIC? LiYCY 2x0,5 mm?""}}","{""id"":1552,""labels"":[""Vertex""],""properties"":{""function"":""V01"",""name"":""=V01+K1.B1-A6:6"",""location"":""K1.B1"",""terminal"":""6"",""id"":""K1.B1-A6:6"",""type"":""PLC"",""device"":""A6""}}"
"{""id"":1551,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-A23:X2:16"",""location"":""K1.B1"",""terminal"":""X2:16"",""id"":""K1.B1-A23:X2:16"",""type"":""PLC"",""device"":""A23""}}","{""id"":4593,""type"":""conn"",""start"":1551,""end"":1552,""properties"":{""wire_number"":""1144"",""color"":""BU"",""cable_type"":""UNITRONIC? LiYCY (TP) 8x0,5 mm?""}}","{""id"":1552,""labels"":[""Vertex""],""properties"":{""function"":""V01"",""name"":""=V01+K1.B1-A6:6"",""location"":""K1.B1"",""terminal"":""6"",""id"":""K1.B1-A6:6"",""type"":""PLC"",""device"":""A6""}}"
"{""id"":1554,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.G1-G4:X2.L"",""location"":""K1.G1"",""terminal"":""X2.L"",""id"":""K1.G1-G4:X2.L"",""type"":""panel"",""device"":""G4""}}","{""id"":4596,""type"":""conn"",""start"":1554,""end"":1553,""properties"":{""wire_number"":""1145"",""color"":""1"",""length"":""4 m"",""cable_type"":""?LFLEX? CLASSIC 110 3x2,5 mm?""}}","{""id"":1553,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-X20:7:4"",""location"":""K1.B1"",""terminal"":""7:4"",""id"":""K1.B1-X20:7:4"",""type"":""panel"",""device"":""X20""}}"
"{""id"":1553,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-X20:7:4"",""location"":""K1.B1"",""terminal"":""7:4"",""id"":""K1.B1-X20:7:4"",""type"":""panel"",""device"":""X20""}}","{""id"":4595,""type"":""conn"",""start"":1553,""end"":1554,""properties"":{""wire_number"":""1145"",""color"":""1"",""length"":""4 m"",""cable_type"":""?LFLEX? CLASSIC 110 3x2,5 mm?""}}","{""id"":1554,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.G1-G4:X2.L"",""location"":""K1.G1"",""terminal"":""X2.L"",""id"":""K1.G1-G4:X2.L"",""type"":""panel"",""device"":""G4""}}"
"{""id"":1556,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-X20:7:3"",""location"":""K1.B1"",""terminal"":""7:3"",""id"":""K1.B1-X20:7:3"",""type"":""panel"",""device"":""X20""}}","{""id"":4598,""type"":""conn"",""start"":1556,""end"":1555,""properties"":{""wire_number"":""1146"",""color"":""BK""}}","{""id"":1555,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.H2-F14:2"",""location"":""K1.H2"",""terminal"":""2"",""id"":""K1.H2-F14:2"",""type"":""panel"",""device"":""F14""}}"
"{""id"":1555,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.H2-F14:2"",""location"":""K1.H2"",""terminal"":""2"",""id"":""K1.H2-F14:2"",""type"":""panel"",""device"":""F14""}}","{""id"":4597,""type"":""conn"",""start"":1555,""end"":1556,""properties"":{""wire_number"":""1146"",""color"":""BK""}}","{""id"":1556,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-X20:7:3"",""location"":""K1.B1"",""terminal"":""7:3"",""id"":""K1.B1-X20:7:3"",""type"":""panel"",""device"":""X20""}}"
"{""id"":589,""labels"":[""Vertex""],""properties"":{""function"":""A02"",""name"":""=A02+K1.H2-W2.1:2L1"",""location"":""K1.H2"",""terminal"":""2L1"",""id"":""K1.H2-W2.1:2L1"",""type"":""panel"",""device"":""W2.1""}}","{""id"":4599,""type"":""conn"",""start"":589,""end"":1557,""properties"":{""wire_number"":""1147"",""color"":""direkt verbunden""}}","{""id"":1557,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.H2-F14:1"",""location"":""K1.H2"",""terminal"":""1"",""id"":""K1.H2-F14:1"",""type"":""panel"",""device"":""F14""}}"
"{""id"":1559,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.G1-G4:X2.N"",""location"":""K1.G1"",""terminal"":""X2.N"",""id"":""K1.G1-G4:X2.N"",""type"":""panel"",""device"":""G4""}}","{""id"":4602,""type"":""conn"",""start"":1559,""end"":1558,""properties"":{""wire_number"":""1148"",""color"":""2"",""length"":""4 m"",""cable_type"":""?LFLEX? CLASSIC 110 3x2,5 mm?""}}","{""id"":1558,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-X20:8:5"",""location"":""K1.B1"",""terminal"":""8:5"",""id"":""K1.B1-X20:8:5"",""type"":""panel"",""device"":""X20""}}"
"{""id"":1558,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-X20:8:5"",""location"":""K1.B1"",""terminal"":""8:5"",""id"":""K1.B1-X20:8:5"",""type"":""panel"",""device"":""X20""}}","{""id"":4601,""type"":""conn"",""start"":1558,""end"":1559,""properties"":{""wire_number"":""1148"",""color"":""2"",""length"":""4 m"",""cable_type"":""?LFLEX? CLASSIC 110 3x2,5 mm?""}}","{""id"":1559,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.G1-G4:X2.N"",""location"":""K1.G1"",""terminal"":""X2.N"",""id"":""K1.G1-G4:X2.N"",""type"":""panel"",""device"":""G4""}}"
"{""id"":443,""labels"":[""Vertex""],""properties"":{""function"":""A02"",""name"":""=A02+K1.H2-X5:N:1"",""location"":""K1.H2"",""terminal"":""N:1"",""id"":""K1.H2-X5:N:1"",""type"":""panel"",""device"":""X5""}}","{""id"":4603,""type"":""conn"",""start"":443,""end"":1560,""properties"":{""wire_number"":""1149"",""color"":""BU""}}","{""id"":1560,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.B1-X20:8:2"",""location"":""K1.B1"",""terminal"":""8:2"",""id"":""K1.B1-X20:8:2"",""type"":""panel"",""device"":""X20""}}"
"{""id"":863,""labels"":[""Vertex""],""properties"":{""function"":""V01"",""name"":""=V01+K1.B1-A2:7"",""location"":""K1.B1"",""terminal"":""7"",""id"":""K1.B1-A2:7"",""type"":""PLC"",""device"":""A2""}}","{""id"":4605,""type"":""conn"",""start"":863,""end"":1561,""properties"":{""wire_number"":""1152"",""color"":""BU""}}","{""id"":1561,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+K1.H2-F14:11"",""location"":""K1.H2"",""terminal"":""11"",""id"":""K1.H2-F14:11"",""type"":""panel"",""device"":""F14""}}"
"{""id"":1563,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+S1-A3:2"",""location"":""S1"",""terminal"":""2"",""id"":""S1-A3:2"",""type"":""PLC"",""device"":""A3""}}","{""id"":4608,""type"":""conn"",""start"":1563,""end"":1562,""properties"":{""wire_number"":""1153"",""color"":""1"",""length"":""7 m"",""cable_type"":""?LFLEX? CLASSIC 110 3x0,5 mm?""}}","{""id"":1562,""labels"":[""Vertex""],""properties"":{""function"":""A02"",""name"":""=A02+K1.B1-X21-X21.6M:1"",""location"":""K1.B1"",""terminal"":""1"",""id"":""K1.B1-X21-X21.6M:1"",""type"":""panel"",""device"":""X21-X21.6M""}}"
"{""id"":1562,""labels"":[""Vertex""],""properties"":{""function"":""A02"",""name"":""=A02+K1.B1-X21-X21.6M:1"",""location"":""K1.B1"",""terminal"":""1"",""id"":""K1.B1-X21-X21.6M:1"",""type"":""panel"",""device"":""X21-X21.6M""}}","{""id"":4607,""type"":""conn"",""start"":1562,""end"":1563,""properties"":{""wire_number"":""1153"",""color"":""1"",""length"":""7 m"",""cable_type"":""?LFLEX? CLASSIC 110 3x0,5 mm?""}}","{""id"":1563,""labels"":[""Vertex""],""properties"":{""function"":""Q15"",""name"":""=Q15+S1-A3:2"",""location"":""S1"",""terminal"":""2"",""id"":""S1-A3:2"",""type"":""PLC"",""device"":""A3""}}"
"{""id"":6555,""labels"":[""Vertex""],""properties"":{""function"":""V01"",""name"":""=V01+K1.B1-W6(-P1):X1:9"",""location"":""K1.B1"",""terminal"":""X1:9"",""id"":""K1.B1-W6(-P1):X1:9"",""type"":""panel"",""device"":""W6(-P1)""}}","{""id"":5421,""type"":""conn"",""start"":6555,""end"":1564,""properties"":{""wire_number"":""1914"",""color"":""BU""}}","{""id"":1564,""labels"":[""Vertex""],""properties"":{""function"":""V01"",""name"":""=V01+K1.B1-V2:2.1"",""location"":""K1.B1"",""terminal"":""2.1"",""id"":""K1.B1-V2:2.1"",""type"":""panel"",""device"":""V2""}}"
